Identifier,Maturity,Physiological Condition,Tree Set To Be Removed,Removal Reason,Capital Asset Value For Amenity Trees,Carbon Storage In Kilograms,Gross Carbon Sequestration Per Year In Kilograms,Pollution Removal Per Year In Grams
00056914,Juvenile,Fair,No,,258.91,4.3,0.8,3.5
00037382,Juvenile,Good,No,,647.28,14.8,1.9,3.5
00020532,Mature,Good,No,,42477.98,1709.1,27.7,1108.9
00012964,Mature,Fair,No,,21576.12,539.7,12.5,327.1
00020580,Middle aged,Fair,No,,4536.38,176.2,6.4,15.7
00036142,Middle aged,Good,No,,16321.25,312.1,10.2,428.0
00006763,Mature,Fair,No,,45944.18,1635.3,24.0,468.2
00018617,Mature,Fair,No,,25403.72,903.1,16.9,275.3
00059571,Juvenile,Good,No,,64.73,,,
00047956,Juvenile,Fair,No,,719.2,4.3,0.8,9.9
00017795,Middle aged,Fair,No,,7309.99,222.5,7.0,225.4
00009535,Mature,Good,No,,10442.84,434.6,13.3,125.4
00003769,Middle aged,Good,No,,12694.3,389.1,11.5,173.8
00009607,Middle aged,Fair,No,,2853.44,87.7,4.3,49.5
00026547,Middle aged,Fair,No,,2097.2,62.1,3.8,88.5
00046765,Juvenile,Good,No,,776.74,13.0,1.4,13.7
00046341,Middle aged,Good,No,,1057.23,23.1,2.4,41.8
00057794,Juvenile,Good,No,,153.43,,,
00005492,Mature,Good,No,,17952.4,285.1,7.9,395.9
00060000,,,No,,,,,
00011245,Mature,Good,No,,50332.76,1340.5,24.0,549.1
00009512,Mature,Fair,No,,12082.63,315.0,7.9,282.0
00009626,Mature,Fair,No,,42293.5,783.1,12.5,585.9
00041907,Middle aged,Good,No,,1747.67,39.8,3.3,47.5
00010381,Mature,Fair,No,,21212.55,426.4,8.8,335.4
00053001,Middle aged,Fair,No,,783.21,13.0,1.4,102.1
00019660,Mature,Fair,No,,107.4,2.0,0.5,341.1
00052411,Mature,Fair,No,,3646.36,152.1,6.4,39.3
00013312,Middle aged,Fair,No,,6041.31,186.4,6.3,56.0
00051502,Mature,Good,No,,2184.58,42.9,2.8,264.0
00006716,Middle aged,Fair,No,,5920.49,129.3,5.4,98.6
00015616,Mature,Fair,No,,29972.46,650.3,11.2,169.3
00058587,Juvenile,Good,No,,153.43,,,
00055060,Not Applicable,Good,No,,115.07,1.4,0.4,3.5
00020586,Mature,Good,No,,32285.06,1194.1,22.5,223.0
00059286,Juvenile,Good,No,,2697.01,,,
00045464,Middle aged,Good,No,,3248.89,90.3,4.7,39.3
00051694,Mature,Fair,No,,16182.09,639.4,13.8,169.4
00022062,Middle aged,Good,No,,13291.97,298.4,9.9,67.7
00052329,Juvenile,Good,No,,1093.91,4.3,0.9,9.9
00018505,Mature,Good,No,,53862.61,1770.0,25.4,678.9
00002472,Mature,Good,No,,16116.88,611.7,14.0,498.8
00020757,Mature,Good,No,,61168.28,2647.1,35.9,685.4
00036249,Mature,Good,No,,42293.5,,,
00037231,Mature,Fair,No,,932.09,19.7,1.8,14.4
00007968,Middle aged,Good,No,,14563.88,518.3,11.0,318.1
00005246,Mature,Fair,No,,2157.61,70.8,4.1,44.5
00005489,Middle aged,Good,No,,11076.63,200.1,6.4,331.2
00010596,Mature,Poor,No,,6041.31,167.8,6.3,76.0
00054131,Not Applicable,Good,No,,613.72,9.7,1.4,14.2
00049686,Middle aged,Fair,No,,2338.31,49.3,2.8,140.5
00020342,Mature,Good,No,,15534.8,240.4,7.1,288.4
00000137,Middle aged,Fair,No,,1409.64,24.1,2.0,29.3
00050106,Middle aged,Fair,No,,460.29,7.2,1.0,4.1
00059296,Juvenile,Fair,No,,172.61,,,
00034072,Middle aged,Good,No,,1242.78,19.7,2.0,25.2
00052200,Middle aged,Good,No,,7612.06,109.8,5.0,240.7
00056815,Juvenile,Good,No,,172.61,,,
00012273,Mature,Fair,No,,62535.13,1185.1,16.7,489.1
00003195,Middle aged,Good,No,,13126.91,348.3,10.1,272.4
00053815,Juvenile,Good,No,,552.35,6.6,1.1,21.7
00049589,Juvenile,Fair,No,,783.21,4.3,0.8,6.7
00005874,Mature,Fair,No,,22020.58,487.9,9.5,162.2
00039251,Middle aged,Good,No,,4142.62,67.9,4.1,27.1
00036329,Mature,Fair,No,,30386.36,1194.1,20.0,880.5
00049490,Middle aged,Good,No,,6068.29,59.6,3.4,105.3
00056049,Juvenile,Good,No,,153.43,1.4,0.4,3.2
00021889,Middle aged,Good,No,,10573.38,122.0,4.8,242.2
00019060,Mature,Fair,No,,48546.26,1332.5,19.2,292.4
00058880,Not Applicable,Not applicable,No,,0.0,,,
00046767,Mature,Fair,No,,50752.41,2570.9,31.3,313.8
00010178,Mature,Good,No,,34493.73,1522.8,25.9,1235.5
00009938,Mature,Good,No,,57193.97,2958.8,38.3,517.2
00056814,Juvenile,Dead,No,,153.43,1.8,0.5,3.7
00041309,Juvenile,Poor,No,,317.17,18.7,1.9,3.5
00060025,,,No,,,,,
00037256,Middle aged,Fair,No,,2157.61,37.2,2.5,54.5
00017342,Mature,Fair,No,,71053.38,2912.9,33.9,1057.0
00002987,Mature,Good,No,,65285.0,2170.9,32.0,1193.2
00015575,Middle aged,Fair,Yes,Crown die-back,1662.8,54.0,3.5,44.5
00032747,Middle aged,Fair,No,,932.09,15.7,1.6,11.8
00053551,,,No,,,,,
00045573,Juvenile,Good,No,,161.82,2.4,0.6,2.6
00036345,Middle aged,Fair,No,,647.28,14.1,1.3,25.7
00019127,Mature,Good,No,,62535.13,2746.6,36.7,526.0
00056367,Juvenile,Good,No,,179.8,3.2,0.7,12.5
00057133,Juvenile,Good,No,,299.67,2.4,0.6,8.5
00014564,Mature,Good,No,,22020.58,753.2,17.0,279.7
00049938,Juvenile,Good,No,,719.2,6.2,1.1,12.6
00011099,Juvenile,Fair,No,,863.04,12.8,1.4,25.2
00017349,Mature,Fair,No,,29972.46,1024.0,18.2,305.7
00012493,Middle aged,Good,No,,11185.06,262.2,8.6,169.6
00037240,Middle aged,Fair,No,,1380.87,21.5,1.8,29.3
00019366,Mature,Good,No,,12694.3,254.8,7.4,162.2
00040694,Juvenile,Fair,No,,863.04,12.5,1.4,11.6
00012615,Middle aged,Good,No,,7257.13,124.5,6.0,169.6
00052442,Juvenile,Good,No,,194.18,3.8,0.8,3.8
00007197,Mature,Good,No,,31905.68,1187.3,22.3,328.5
00047583,Middle aged,Good,No,,2494.19,53.5,3.4,119.3
00015065,Middle aged,Good,No,,26253.82,559.9,12.2,323.0
00058632,Juvenile,Good,No,,172.61,,,
00008632,Middle aged,Good,No,,9976.79,,,
00008379,Mature,Fair,No,,13126.91,338.7,9.5,97.2
00058372,Middle aged,Fair,No,,2854.52,,,
00002202,Middle aged,Good,No,,1268.68,23.5,2.2,13.2
00055374,Not Applicable,Good,No,,64.73,0.8,0.3,9.3
00015790,Mature,Fair,No,,23366.94,1021.5,16.6,498.8
00048235,Middle aged,Fair,No,,3171.69,39.0,2.6,53.6
00059136,Juvenile,Good,No,,64.73,,,
00002387,Mature,Fair,No,,14619.98,112.6,4.1,190.5
00059251,Juvenile,Good,No,,345.22,,,
00004799,Mature,Fair,No,,19447.27,702.2,14.6,327.2
00047411,Middle aged,Good,No,,850.82,14.5,1.8,111.8
00057261,Not Applicable,Not applicable,No,,0.0,,,
00058326,Juvenile,Good,No,,172.61,,,
00051352,Middle aged,Good,No,,4281.79,31.7,2.1,34.4
00037166,Middle aged,Good,No,,1870.64,33.1,3.0,29.6
00019589,Mature,Fair,No,,14619.98,373.1,8.8,138.0
00003749,Middle aged,Poor,No,,6041.31,209.5,6.9,77.2
00053286,Juvenile,Fair,No,,161.82,2.4,0.5,3.8
00037227,Middle aged,Poor,No,,1640.86,7.5,0.7,20.0
00012922,Mature,Good,No,,280597.37,5917.7,11.1,1680.7
00057064,Juvenile,Good,No,,153.43,,,
00058832,Juvenile,Good,No,,0.0,,,
00052598,Juvenile,Good,No,,2097.2,51.1,3.5,20.6
00047530,Juvenile,Good,No,,2209.39,31.1,2.6,15.9
00016874,Middle aged,Fair,No,,7309.99,189.9,6.4,182.3
00014327,Mature,Fair,No,,8222.9,243.6,7.8,44.5
00001879,Mature,Good,No,,6291.6,132.4,5.3,272.4
00042206,Middle aged,Good,No,,3115.59,29.5,2.6,31.7
00018049,Mature,Good,No,,19641.82,586.6,14.7,57.5
00053865,Middle aged,Good,No,,1213.66,24.1,2.3,24.8
00011391,Mature,Good,No,,10922.91,505.3,13.5,318.1
00001250,Mature,Fair,No,,10338.19,279.5,8.4,218.0
00000603,Mature,Good,No,,75188.45,1024.3,20.6,823.5
00036338,Middle aged,Fair,No,,1870.65,14.1,1.3,25.7
00005611,Mature,Fair,No,,12411.54,414.7,10.7,190.4
00012765,Mature,Good,No,,70149.34,2365.2,33.7,1464.2
00060056,,,No,,,,,
00014287,Mature,Good,No,,4195.36,105.0,5.3,88.5
00009508,Mature,Fair,No,,22843.71,375.7,10.1,169.4
00045025,Middle aged,Good,No,,3241.22,70.1,2.7,88.4
00059078,Juvenile,Good,No,,299.67,,,
00021789,Mature,Good,No,,62139.2,1957.7,30.1,1161.6
00036155,Mature,Good,No,,12686.75,386.7,11.5,242.2
00055538,Juvenile,Good,No,,388.37,3.3,0.7,11.3
00047866,Middle aged,Good,No,,958.94,10.0,1.4,14.2
00050652,Juvenile,Good,No,,115.07,19.7,2.0,2.6
00005113,Middle aged,Good,No,,8811.14,195.3,7.7,171.3
00021234,Mature,Good,No,,60595.43,1662.6,30.0,178.8
00034059,Middle aged,Good,No,,524.3,5.4,0.9,3.5
00012463,Mature,Good,No,,8388.79,283.3,9.6,136.3
00020919,Mature,Good,No,,1093.91,23.1,2.4,64.1
00047028,Middle aged,Fair,No,,1268.68,14.8,1.7,21.9
00059562,Not Applicable,Not applicable,No,,179.8,,,
00046413,Mature,Good,No,,776.74,16.2,1.8,71.7
00058417,Juvenile,Good,No,,115.07,,,
00013376,Mature,Fair,No,,15979.27,317.4,7.4,86.7
00049166,Middle aged,Fair,No,,524.3,11.5,1.4,9.9
00059090,Juvenile,Fair,No,,3495.33,,,
00059454,Juvenile,Good,No,,269.7,,,
00018376,Middle aged,Fair,No,,2157.61,80.3,4.4,44.5
00050522,Mature,Good,No,,31905.68,1169.3,22.2,427.5
00014880,Middle aged,Fair,No,,1662.8,46.0,3.2,11.8
00057500,Middle aged,Poor,No,,3894.49,63.6,3.2,138.0
00009060,Middle aged,Fair,No,,9250.76,152.7,4.9,135.6
00006733,Mature,Fair,No,,41352.78,1655.0,24.2,358.0
00018448,Middle aged,Good,No,,16321.25,396.1,11.7,466.2
00047764,Middle aged,Good,No,,2771.33,20.2,2.1,31.7
00014017,Mature,Good,No,,22843.71,772.2,17.3,340.3
00018757,Mature,Fair,No,,120427.08,4249.9,33.7,1302.3
00050051,Juvenile,Good,No,,414.26,2.7,0.7,11.8
00014044,Mature,Fair,No,,15979.27,524.0,12.3,340.3
00012276,Mature,Fair,No,,24242.92,775.9,15.5,644.5
00010959,Middle aged,Dead,No,,3480.95,85.3,4.2,39.3
00020902,Mature,Good,No,,62354.97,2420.9,33.3,1235.5
00031928,Middle aged,Good,No,,7281.95,143.7,6.4,97.8
00052447,Juvenile,Good,No,,179.8,2.4,0.6,8.6
00050329,Middle aged,Fair,No,,1620.61,23.8,2.0,12.6
00009074,Middle aged,Fair,No,,10485.99,275.5,8.4,126.4
00014286,Middle aged,Poor,No,,4988.4,292.5,9.4,107.4
00045049,Middle aged,Good,No,,7767.4,,,
00000834,Mature,Fair,No,,4838.8,182.2,7.1,168.4
00052790,Juvenile,Good,No,,64.73,0.7,0.3,3.8
00007957,Mature,Good,No,,8314.0,247.1,8.8,119.3
00006505,Mature,Good,No,,15979.27,334.3,8.6,323.6
00010027,Over Mature,Fair,No,,33175.43,1040.0,18.3,130.8
00019281,Mature,Good,No,,33899.31,1223.7,22.8,372.8
00057818,Juvenile,Good,No,,239.74,,,
00017362,Mature,Fair,No,,30931.52,1079.2,18.8,169.6
00054192,Middle aged,Fair,No,,3806.03,98.0,4.5,246.5
00058327,Not Applicable,Not applicable,No,,0.0,,,
00049656,Juvenile,Fair,No,,153.43,1.4,0.4,3.5
00038072,Middle aged,Good,No,,2097.2,53.4,3.6,91.2
00001774,Mature,Good,No,,17873.12,354.1,9.4,216.7
00014301,Middle aged,Fair,No,,10573.38,210.7,7.2,122.3
00054960,Juvenile,Good,No,,299.67,2.1,0.5,4.1
00014183,Mature,Good,No,,15343.02,297.5,9.3,271.1
00053714,Middle aged,Good,No,,4177.14,67.1,4.0,149.5
00000393,Mature,Good,No,,21447.74,566.0,14.5,301.6
00057415,Middle aged,Good,No,,414.26,8.6,1.4,37.1
00015970,Middle aged,Fair,No,,2454.88,44.9,2.8,26.4
00044671,Mature,Fair,No,,12089.82,343.1,9.5,242.2
00044859,Middle aged,Good,No,,1093.91,23.1,2.4,11.6
00058451,Middle aged,Good,No,,414.26,,,
00000246,Middle aged,Good,No,,1057.23,28.1,2.7,3.5
00032548,Middle aged,Good,No,,2920.87,40.4,3.1,50.8
00052689,Juvenile,Good,No,,475.76,5.5,1.0,11.2
00012052,Mature,Fair,No,,3424.13,94.8,4.5,39.9
00037321,Juvenile,Fair,No,,552.35,2.3,0.5,3.5
00051550,Juvenile,Good,No,,258.91,1.5,0.5,2.6
00056976,Juvenile,Good,No,,258.91,1.5,0.5,3.3
00001886,Mature,Fair,No,,20305.52,766.7,15.5,223.0
00019635,Mature,Good,No,,8388.79,337.8,11.7,161.4
00034167,Middle aged,Good,No,,3236.42,50.4,3.7,86.7
00010338,Middle aged,Fair,No,,2336.69,70.8,4.1,55.0
00046021,Middle aged,Fair,No,,2876.82,33.8,2.4,21.9
00014235,Mature,Fair,No,,1870.64,34.7,2.5,34.4
00057607,Juvenile,Good,No,,239.74,,,
00005213,Mature,Fair,No,,1747.67,166.8,6.8,60.8
00000104,Mature,Fair,No,,16781.42,524.5,11.3,169.3
00049814,Juvenile,Good,No,,647.28,8.6,1.4,7.3
00057130,Juvenile,Good,No,,239.74,1.4,0.3,9.3
00045288,Mature,Good,No,,3480.95,41.0,3.0,55.0
00058773,Juvenile,Good,No,,0.0,,,
00051610,Juvenile,Good,No,,179.8,2.7,0.7,6.7
01100491_1,Juvenile,Good,No,,115.07,,,
00009551,Mature,Fair,No,,55851.93,1653.0,20.2,478.6
00051123,Juvenile,Good,No,,863.04,1.6,0.3,5.6
00005827,Middle aged,Fair,No,,11486.04,213.0,5.9,86.7
00018649,Mature,Good,No,,23366.46,927.3,19.2,119.3
00050554,Juvenile,Good,No,,233.02,4.3,0.9,8.6
00018004,Mature,Good,No,,34437.39,1311.5,21.6,700.3
00040766,Middle aged,Fair,No,,932.09,19.1,1.8,10.7
00003422,Middle aged,Good,No,,8293.86,228.1,8.1,238.0
00057545,Juvenile,Good,No,,153.43,,,
00058553,Juvenile,Good,No,,115.07,,,
00001027,Middle aged,Fair,No,,5074.7,182.2,7.1,67.7
00058277,Mature,Fair,No,,3804.59,,,
00032303,Middle aged,Fair,No,,4893.46,147.9,5.5,122.3
00016875,Mature,Good,No,,54560.59,2324.2,33.2,904.4
00002780,Middle aged,Good,No,,14767.78,317.8,10.3,427.5
00041048,Middle aged,Good,No,,2184.58,16.0,1.8,64.1
00014592,Mature,Fair,No,,14960.34,319.2,8.0,118.6
00040481,Mature,Good,No,,0.0,,,
00000159,Mature,Fair,No,,13962.98,321.4,7.9,116.5
00045509,Juvenile,Fair,No,,161.82,2.3,0.5,2.7
00050761,Juvenile,Good,No,,317.17,6.1,1.1,3.3
00016816,Mature,Good,No,,17127.12,315.0,8.9,305.2
00050813,Juvenile,Good,No,,233.02,3.7,0.8,23.7
00053973,Juvenile,Good,No,,153.43,1.5,0.4,2.9
00058667,Juvenile,Good,No,,191.79,,,
00013053,Mature,Good,No,,23681.94,809.4,17.7,57.5
00002859,Mature,Fair,No,,16781.42,436.1,11.0,133.2
00017468,Mature,Good,No,,124407.87,5007.8,28.0,1740.4
00000753,Mature,Good,No,,24668.69,1437.0,25.0,307.1
00001147,Mature,Good,No,,3371.27,122.6,5.9,190.5
00021827,Mature,Good,No,,16321.25,314.1,8.8,319.5
00051173,Middle aged,Good,No,,647.28,14.8,1.9,41.8
00005167,Over Mature,Fair,No,,54371.81,2096.5,26.3,237.3
00039249,Middle aged,Fair,No,,3132.85,60.7,3.5,26.8
00059135,Juvenile,Good,No,,64.73,,,
00027133,Mature,Good,No,,6892.13,359.4,11.9,132.7
00040531,Middle aged,Good,No,,5592.53,94.8,5.0,60.8
00004512,Middle aged,Good,No,,17127.12,419.5,12.1,357.1
00007831,Mature,Good,No,,51583.22,1760.0,26.6,145.3
00037387,Middle aged,Good,No,,2589.13,80.1,5.2,11.8
00013168,Middle aged,Good,No,,1456.39,38.5,3.0,23.9
00049426,Mature,Good,No,,9398.56,233.5,8.1,191.4
00012488,Mature,Good,No,,95160.38,2883.8,37.8,1029.0
00008276,Middle aged,Good,No,,8314.0,258.1,8.5,151.0
00014625,Mature,Fair,No,,16781.42,624.2,12.5,397.5
00017405,Middle aged,Fair,No,,6291.6,150.8,5.6,135.6
00026472,Middle aged,,No,,4694.97,43.3,2.8,226.9
00045886,Mature,Good,No,,2157.61,61.4,4.3,63.4
00052571,Juvenile,Good,No,,469.88,2.1,0.6,4.5
00013391,Mature,Fair,No,,29028.5,728.3,12.0,112.6
00036139,Middle aged,Good,No,,17952.4,330.6,10.5,466.2
00034277,Middle aged,Good,No,,1870.64,54.0,3.9,20.6
00051878,Middle aged,Good,No,,3115.59,13.7,1.0,27.3
00012846,Mature,Fair,No,,388370.05,5994.8,10.5,2466.6
00049383,Middle aged,Fair,Yes,Basal decay,1691.57,29.1,2.3,31.7
00056673,Not Applicable,Not applicable,No,,0.0,,,
00020430,Mature,Good,No,,68508.48,1725.7,27.9,301.6
00021579,Mature,Good,No,,31069.61,741.7,15.4,479.0
00014761,Middle aged,Fair,No,,6068.29,105.5,5.4,301.6
00041329,Not Applicable,Good,No,,970.93,1.2,0.4,4.1
00037167,Middle aged,Good,No,,1747.67,54.0,3.9,35.1
00016171,Mature,Fair,No,,48944.34,930.3,13.8,712.2
00036299,Mature,Good,No,,9976.79,5.6,0.4,87.1
00049727,Juvenile,Good,No,,783.21,18.7,2.1,37.1
00036373,Mature,Fair,No,,2097.2,20.2,1.5,25.7
00056234,Not Applicable,Not applicable,No,,0.0,,,
00013797,Mature,Fair,No,,59455.14,1461.6,16.4,1097.3
00006937,Mature,Good,No,,121792.85,4249.9,37.7,1038.3
00031577,Middle aged,Good,No,,3505.04,28.4,2.5,41.8
00048325,Middle aged,Good,No,,1558.87,22.7,2.4,29.6
00038881,Middle aged,Fair,No,,655.38,9.6,0.7,50.2
00059379,Juvenile,Good,No,,582.56,,,
00055751,Not Applicable,Not applicable,No,,0.0,,,
00015402,Middle aged,Good,No,,1558.87,54.0,3.9,39.3
00012564,Mature,Fair,No,,9786.92,187.5,5.5,96.1
00057067,Juvenile,Good,No,,239.74,2.4,0.6,5.9
00044738,Middle aged,Good,No,,524.3,9.8,1.3,16.4
00020798,Mature,Fair,No,,39769.1,728.3,12.0,450.6
00057604,Juvenile,Good,No,,215.76,,,
00045699,Middle aged,Good,No,,77.67,169.2,6.8,272.4
00056535,Juvenile,Good,No,,233.02,2.7,0.7,9.3
00014082,Mature,Good,No,,99689.74,4179.5,37.2,823.5
00011723,Mature,Good,No,,1035.66,19.4,2.0,37.1
00000316,Middle aged,Fair,No,,1093.91,16.2,1.6,35.0
00048205,Middle aged,Good,No,,115.07,1.4,0.5,3.8
00007841,Mature,Fair,No,,166748.84,5675.9,16.7,1214.3
00001598,Mature,Good,No,,73489.32,2491.8,34.7,837.8
00059821,Juvenile,Good,No,,352.41,,,
00058515,Juvenile,Good,No,,153.43,,,
00017855,Mature,Fair,No,,22370.12,595.0,13.3,794.9
00019288,Mature,Fair,No,,15957.69,382.2,10.2,294.6
00058424,Juvenile,Good,No,,,,,
00032664,Middle aged,Good,No,,2853.44,112.1,6.1,57.0
00059696,,,No,,,,,
00056897,Juvenile,Good,No,,172.61,1.4,0.4,6.1
00055239,Juvenile,Good,No,,317.17,1.6,0.5,3.5
01100102,Juvenile,Good,No,,191.79,,,
00053929,Juvenile,Good,No,,317.17,1.6,0.5,3.5
00053483,Juvenile,Good,No,,115.07,1.6,0.5,1.8
00047139,Middle aged,Good,No,,2336.69,54.0,3.9,39.3
00046149,Middle aged,Good,No,,2097.2,62.1,4.3,58.5
00008722,Mature,Fair,No,,82179.1,2595.1,31.6,1243.2
00020242,Mature,Good,No,,282935.67,5790.2,15.4,2273.2
00002484,Middle aged,Fair,No,,5394.03,157.3,6.4,39.3
00004013,Middle aged,Good,No,,5834.18,103.4,5.2,97.8
00001317,Mature,Good,No,,101015.06,3065.1,39.2,929.0
00016580,Middle aged,Good,No,,11223.89,131.8,4.5,85.3
00016222,Mature,Fair,No,,23681.94,577.4,10.5,276.7
00053305,Middle aged,Good,No,,1870.64,55.2,3.9,39.3
00014131,Middle aged,Fair,No,,14020.16,250.5,7.9,248.7
00026238,Mature,,No,,11185.06,279.5,8.4,67.7
00019698,Mature,Good,No,,39769.1,869.5,15.8,651.4
00032740,Middle aged,Good,No,,2097.2,34.3,2.8,26.8
00031236,Mature,Fair,No,,15465.76,480.7,11.6,229.1
00022159,Mature,Fair,No,,18641.76,526.8,12.3,412.9
00037368,Middle aged,Good,No,,7078.05,141.5,6.4,187.0
00017318,Mature,Fair,No,,34797.96,906.7,15.5,35.8
00018394,Middle aged,Fair,No,,1268.68,33.7,2.7,29.3
00019720,Middle aged,Good,No,,8810.25,237.9,8.1,225.4
00054605,Juvenile,Good,No,,161.82,2.4,0.6,3.6
00054216,Not Applicable,Good,No,,115.07,1.4,0.5,4.7
00014047,Mature,Fair,No,,4838.09,233.7,8.3,177.4
00056510,Juvenile,Fair,No,,1035.65,,,
00060116,,,No,,,,,
00037286,Mature,Good,No,,1947.25,33.9,2.8,48.2
00059603,Middle aged,Fair,No,,18262.02,,,
00032543,Middle aged,Good,No,,1380.87,46.0,3.6,32.9
00052208,Mature,Fair,No,,4699.28,80.3,3.6,233.5
00013429,Middle aged,Good,No,,16570.46,483.5,13.1,85.9
00054194,Middle aged,Good,No,,503.44,12.8,1.6,92.7
00021755,Mature,Good,No,,46225.75,1422.5,24.9,1302.3
00031963,Middle aged,Fair,No,,2796.26,54.0,3.2,31.7
00003780,Mature,Good,No,,42477.98,1228.8,22.9,615.5
00015034,Mature,Good,No,,43584.83,1320.9,23.8,301.6
00010161,Mature,Good,No,,18641.76,221.2,8.3,442.7
00020913,Mature,Good,No,,52507.63,1782.2,25.6,803.9
00060279,,,No,,,,,
00010515,Middle aged,Fair,No,,3314.09,125.2,5.7,85.9
00019350,Over Mature,Fair,No,,84850.23,3902.4,36.3,938.9
00019399,Mature,Good,No,,54614.54,1058.6,16.7,247.4
00018510,Over Mature,Fair,No,,9346.78,386.0,11.2,312.1
00057243,Juvenile,Good,No,,239.74,,,
00053840,Middle aged,Good,No,,699.07,3.9,0.8,12.6
00046045,Juvenile,Fair,No,,539.4,8.6,1.2,21.9
00055012,Juvenile,Good,No,,179.8,2.7,0.7,9.9
00022317,Mature,Fair,No,,13962.98,285.1,7.0,164.9
00059636,Juvenile,Good,No,,2157.61,,,
00032998,Middle aged,Fair,No,,1939.93,52.7,3.1,50.1
00038923,Middle aged,Good,No,,11683.47,180.5,7.3,67.7
00019682,Mature,Fair,No,,2097.2,52.3,3.6,132.4
00005644,Mature,Fair,No,,6220.4,233.5,8.2,173.2
00055500,Juvenile,Dead,No,,153.43,1.4,0.4,5.7
00037614,Mature,Fair,No,,4375.64,157.1,6.4,162.0
00019643,Middle aged,Fair,No,,11077.66,324.1,8.6,401.6
00013200,Mature,Good,No,,6804.57,58.7,2.8,76.2
00019550,Middle aged,Good,No,,1456.39,39.8,3.3,31.7
00050711,Juvenile,Good,No,,239.74,2.5,0.6,12.6
00006518,Mature,Good,No,,13808.71,343.6,10.1,423.3
00045968,Middle aged,Good,No,,524.3,8.6,1.4,3.5
00013776,Mature,Good,No,,11968.27,523.5,15.1,342.5
00004933,Middle aged,Good,No,,8810.25,268.7,9.2,107.4
00057452,Juvenile,Good,No,,153.43,,,
00042595,Juvenile,Fair,No,,719.2,12.5,1.4,21.9
00057713,Not Applicable,Not applicable,No,,1078.8,12.7,1.3,13.7
00058641,Juvenile,Good,No,,153.43,,,
00020812,Middle aged,Good,No,,5993.37,118.4,5.5,130.6
00012179,Mature,Fair,No,,6911.55,195.3,6.8,97.2
00059294,Middle aged,Fair,No,,2114.46,,,
00032657,Middle aged,Good,No,,2854.52,53.4,3.9,63.4
00048352,Middle aged,Good,No,,1044.28,5.6,1.0,3.5
00004480,Mature,Good,No,,22727.74,745.6,17.0,230.9
00001575,Mature,Good,No,,21576.12,639.2,14.3,357.3
00009661,Middle aged,Fair,No,,2013.77,67.9,3.7,45.1
00015794,Mature,Fair,No,,10356.53,357.6,9.8,69.0
00022650,Mature,Fair,No,,4861.82,116.7,5.1,67.7
00053289,Juvenile,Good,No,,233.02,3.7,0.8,3.8
00034914,Middle aged,Good,No,,3916.07,61.9,3.9,173.8
00047640,Middle aged,Good,No,,21447.74,602.6,15.7,95.7
00018195,Mature,Good,No,,9973.56,399.6,11.7,99.8
00047056,Middle aged,Good,No,,690.44,5.4,0.9,3.8
00051841,Middle aged,Good,No,,9330.6,79.4,3.8,252.3
00010173,Mature,Fair,No,,32891.59,1421.7,20.2,467.6
00020706,Middle aged,Fair,No,,6892.13,252.3,8.6,39.3
00005000,Mature,Fair,No,,13592.95,452.6,11.2,97.2
00048731,Juvenile,Good,No,,161.82,0.8,0.4,3.5
00052265,Juvenile,Good,No,,233.02,2.7,0.7,3.2
00002858,Mature,Fair,No,,15979.27,438.4,9.5,187.9
00040506,Middle aged,Good,No,,3883.7,37.5,2.6,82.5
00057812,Juvenile,Good,No,,153.43,,,
00004308,Mature,Fair,No,,12462.37,296.4,8.7,60.8
00055999,Middle aged,Good,No,,582.56,4.3,0.9,12.6
00056607,Not Applicable,Not applicable,No,,0.0,,,
00015062,Mature,Fair,No,,18131.49,388.0,8.4,112.6
00019006,Juvenile,Good,No,,1841.16,39.8,3.3,37.1
00012570,Middle aged,Fair,No,,9250.76,206.6,6.1,65.7
00032913,Middle aged,Good,No,,2077.06,60.0,3.8,59.5
00019023,Middle aged,Fair,No,,10485.99,121.3,3.8,171.0
00020922,Mature,Fair,No,,26287.8,554.2,10.2,72.1
00056890,Juvenile,Good,No,,345.22,1.0,0.2,9.3
00052630,Middle aged,Good,No,,12274.42,414.3,11.4,321.9
00022032,Middle aged,Good,No,,5394.03,114.7,5.6,20.6
00050325,Middle aged,Good,No,,10.79,,,
00009577,Mature,Fair,No,,21212.55,519.8,10.5,473.4
00028359,Middle aged,Poor,No,,8837.58,276.1,8.8,76.2
00014335,Middle aged,Fair,No,,1268.68,28.7,2.2,48.2
00050585,Juvenile,Good,No,,352.41,6.2,1.1,11.6
00005067,Mature,Fair,No,,2960.25,67.5,3.5,11.2
00000070,Mature,Good,No,,49849.46,1228.7,20.0,464.3
00022346,Mature,Good,No,,6628.18,218.3,8.2,57.3
00044781,Juvenile,Fair,No,,345.22,4.4,0.8,12.4
00047449,Middle aged,Fair,No,,1553.48,11.1,1.2,14.4
00012012,Mature,Fair,No,,4718.7,139.1,5.6,75.6
00004479,Mature,Good,No,,11076.63,319.7,10.4,169.6
00013296,Mature,Fair,No,,20419.63,334.3,7.7,294.9
00059402,Middle aged,Fair,No,,19418.5,,,
00052015,Middle aged,Good,No,,524.3,2.7,0.7,9.9
00011131,Mature,Good,No,,25403.72,806.8,17.8,278.2
00054027,Mature,Fair,No,,719.2,12.1,1.3,3.7
